areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2021-04-09,2482,3905390,2420,3893660,62,11730
nation,England,E92000001,2021-04-08,2651,3902908,2573,3891240,78,11668
nation,England,E92000001,2021-04-07,2752,3900257,2688,3888667,64,11590
nation,England,E92000001,2021-04-06,2756,3897505,2681,3885979,75,11526
nation,England,E92000001,2021-04-05,2314,3894749,2269,3883298,45,11451
nation,England,E92000001,2021-04-04,2043,3892435,2006,3881029,37,11406
nation,England,E92000001,2021-04-03,2120,3890392,2094,3879023,26,11369
nation,England,E92000001,2021-04-02,2248,3888272,2212,3876929,36,11343
nation,England,E92000001,2021-04-01,3067,3886024,3015,3874717,52,11307
nation,England,E92000001,2021-03-31,3340,3882957,3284,3871702,56,11255
nation,England,E92000001,2021-03-30,3135,3879617,3079,3868418,56,11199
nation,England,E92000001,2021-03-29,3422,3876482,3363,3865339,59,11143
nation,England,E92000001,2021-03-28,4476,3873060,4415,3861976,61,11084
nation,England,E92000001,2021-03-27,3136,3868584,3097,3857561,39,11023
nation,England,E92000001,2021-03-26,3803,3865448,3756,3854464,47,10984
nation,England,E92000001,2021-03-25,4674,3861645,4609,3850708,65,10937
nation,England,E92000001,2021-03-24,5321,3856971,5252,3846099,69,10872
nation,England,E92000001,2021-03-23,4566,3851650,4505,3840847,61,10803
nation,England,E92000001,2021-03-22,5399,3847084,5340,3836342,59,10742
nation,England,E92000001,2021-03-21,4679,3841685,4630,3831002,49,10683
nation,England,E92000001,2021-03-20,3514,3837006,3485,3826372,29,10634
nation,England,E92000001,2021-03-19,4333,3833492,4278,3822887,55,10605
nation,England,E92000001,2021-03-18,4689,3829159,4658,3818609,31,10550
nation,England,E92000001,2021-03-17,5048,3824470,5001,3813951,47,10519
nation,England,E92000001,2021-03-16,4933,3819422,4889,3808950,44,10472
nation,England,E92000001,2021-03-15,5643,3814489,5589,3804061,54,10428
nation,England,E92000001,2021-03-14,3707,3808846,3676,3798472,31,10374
nation,England,E92000001,2021-03-13,3592,3805139,3564,3794796,28,10343
nation,England,E92000001,2021-03-12,4767,3801547,4730,3791232,37,10315
nation,England,E92000001,2021-03-11,4848,3796780,4809,3786502,39,10278
nation,England,E92000001,2021-03-10,5223,3791932,5165,3781693,58,10239
nation,England,E92000001,2021-03-09,5488,3786709,5409,3776528,79,10181
nation,England,E92000001,2021-03-08,5817,3781221,5733,3771119,84,10102
nation,England,E92000001,2021-03-07,3677,3775404,3648,3765386,29,10018
nation,England,E92000001,2021-03-06,3832,3771727,3809,3761738,23,9989
nation,England,E92000001,2021-03-05,4728,3767895,4678,3757929,50,9966
nation,England,E92000001,2021-03-04,5011,3763167,4956,3753251,55,9916
nation,England,E92000001,2021-03-03,5305,3758156,5252,3748295,53,9861
nation,England,E92000001,2021-03-02,5951,3752851,5856,3743043,95,9808
nation,England,E92000001,2021-03-01,6215,3746900,6088,3737187,127,9713
nation,England,E92000001,2021-02-28,4112,3740685,4080,3731099,32,9586
nation,England,E92000001,2021-02-27,4254,3736573,4230,3727019,24,9554
nation,England,E92000001,2021-02-26,5883,3732319,5831,3722789,52,9530
nation,England,E92000001,2021-02-25,6935,3726436,6832,3716958,103,9478
nation,England,E92000001,2021-02-24,7620,3719501,7525,3710126,95,9375
nation,England,E92000001,2021-02-23,8536,3711881,8424,3702601,112,9280
nation,England,E92000001,2021-02-22,10278,3703345,10120,3694177,158,9168
nation,England,E92000001,2021-02-21,7032,3693067,6986,3684057,46,9010
nation,England,E92000001,2021-02-20,7161,3686035,7113,3677071,48,8964
nation,England,E92000001,2021-02-19,9246,3678874,9139,3669958,107,8916
nation,England,E92000001,2021-02-18,10304,3669628,10207,3660819,97,8809
nation,England,E92000001,2021-02-17,10419,3659324,10316,3650612,103,8712
nation,England,E92000001,2021-02-16,11270,3648905,11171,3640296,99,8609
nation,England,E92000001,2021-02-15,12953,3637635,12804,3629125,149,8510
nation,England,E92000001,2021-02-14,7780,3624682,7743,3616321,37,8361
nation,England,E92000001,2021-02-13,8025,3616902,7985,3608578,40,8324
nation,England,E92000001,2021-02-12,10986,3608877,10893,3600593,93,8284
nation,England,E92000001,2021-02-11,11637,3597891,11567,3589700,70,8191
nation,England,E92000001,2021-02-10,12272,3586254,12173,3578133,99,8121
nation,England,E92000001,2021-02-09,12696,3573982,12591,3565960,105,8022
nation,England,E92000001,2021-02-08,14370,3561286,14268,3553369,102,7917
nation,England,E92000001,2021-02-07,10457,3546916,10420,3539101,37,7815
nation,England,E92000001,2021-02-06,10951,3536459,10910,3528681,41,7778
nation,England,E92000001,2021-02-05,14462,3525508,14374,3517771,88,7737
nation,England,E92000001,2021-02-04,16717,3511046,16629,3503397,88,7649
nation,England,E92000001,2021-02-03,17948,3494329,17851,3486768,97,7561
nation,England,E92000001,2021-02-02,18194,3476381,18100,3468917,94,7464
nation,England,E92000001,2021-02-01,20765,3458187,20672,3450817,93,7370
nation,England,E92000001,2021-01-31,14138,3437422,14089,3430145,49,7277
nation,England,E92000001,2021-01-30,15524,3423284,15463,3416056,61,7228
nation,England,E92000001,2021-01-29,20362,3407760,20276,3400593,86,7167
nation,England,E92000001,2021-01-28,22523,3387398,22428,3380317,95,7081
nation,England,E92000001,2021-01-27,23899,3364875,23806,3357889,93,6986
nation,England,E92000001,2021-01-26,25210,3340976,25086,3334083,124,6893
nation,England,E92000001,2021-01-25,27972,3315766,27851,3308997,121,6769
nation,England,E92000001,2021-01-24,15883,3287794,15850,3281146,33,6648
nation,England,E92000001,2021-01-23,20426,3271911,20365,3265296,61,6615
nation,England,E92000001,2021-01-22,27741,3251485,27643,3244931,98,6554
nation,England,E92000001,2021-01-21,29633,3223744,29518,3217288,115,6456
nation,England,E92000001,2021-01-20,32679,3194111,32547,3187770,132,6341
nation,England,E92000001,2021-01-19,37056,3161432,36894,3155223,162,6209
nation,England,E92000001,2021-01-18,41936,3124376,41759,3118329,177,6047
nation,England,E92000001,2021-01-17,26976,3082440,26904,3076570,72,5870
nation,England,E92000001,2021-01-16,28413,3055464,28335,3049666,78,5798
nation,England,E92000001,2021-01-15,37878,3027051,37759,3021331,119,5720
nation,England,E92000001,2021-01-14,39659,2989173,39527,2983572,132,5601
nation,England,E92000001,2021-01-13,42303,2949514,42198,2944045,105,5469
nation,England,E92000001,2021-01-12,45968,2907211,45798,2901847,170,5364
nation,England,E92000001,2021-01-11,53519,2861243,53344,2856049,175,5194
nation,England,E92000001,2021-01-10,33749,2807724,33692,2802705,57,5019
nation,England,E92000001,2021-01-09,36419,2773975,36348,2769013,71,4962
nation,England,E92000001,2021-01-08,43494,2737556,43381,2732665,113,4891
nation,England,E92000001,2021-01-07,48132,2694062,48018,2689284,114,4778
nation,England,E92000001,2021-01-06,52752,2645930,52622,2641266,130,4664
nation,England,E92000001,2021-01-05,59599,2593178,59426,2588644,173,4534
nation,England,E92000001,2021-01-04,70919,2533579,70760,2529218,159,4361
nation,England,E92000001,2021-01-03,50664,2462660,50599,2458458,65,4202
nation,England,E92000001,2021-01-02,55428,2411996,55345,2407859,83,4137
nation,England,E92000001,2021-01-01,28879,2356568,28836,2352514,43,4054
nation,England,E92000001,2020-12-31,47823,2327689,47759,2323678,64,4011
nation,England,E92000001,2020-12-30,64243,2279866,64131,2275919,112,3947
nation,England,E92000001,2020-12-29,74058,2215623,73926,2211788,132,3835
nation,England,E92000001,2020-12-28,40845,2141565,40798,2137862,47,3703
nation,England,E92000001,2020-12-27,43250,2100720,43200,2097064,50,3656
nation,England,E92000001,2020-12-26,37462,2057470,37421,2053864,41,3606
nation,England,E92000001,2020-12-25,12926,2020008,12906,2016443,20,3565
nation,England,E92000001,2020-12-24,29287,2007082,29244,2003537,43,3545
nation,England,E92000001,2020-12-23,38383,1977795,38326,1974293,57,3502
nation,England,E92000001,2020-12-22,41741,1939412,41658,1935967,83,3445
nation,England,E92000001,2020-12-21,43446,1897671,43383,1894309,63,3362
nation,England,E92000001,2020-12-20,29556,1854225,29523,1850926,33,3299
nation,England,E92000001,2020-12-19,22196,1824669,22168,1821403,28,3266
nation,England,E92000001,2020-12-18,32426,1802473,32380,1799235,46,3238
nation,England,E92000001,2020-12-17,30160,1770047,30116,1766855,44,3192
nation,England,E92000001,2020-12-16,30650,1739887,30611,1736739,39,3148
nation,England,E92000001,2020-12-15,29652,1709237,29609,1706128,43,3109
nation,England,E92000001,2020-12-14,30019,1679585,29975,1676519,44,3066
nation,England,E92000001,2020-12-13,18409,1649566,18391,1646544,18,3022
nation,England,E92000001,2020-12-12,16268,1631157,16241,1628153,27,3004
nation,England,E92000001,2020-12-11,20177,1614889,20142,1611912,35,2977
nation,England,E92000001,2020-12-10,18850,1594712,18819,1591770,31,2942
nation,England,E92000001,2020-12-09,17744,1575862,17708,1572951,36,2911
nation,England,E92000001,2020-12-08,16937,1558118,16902,1555243,35,2875
nation,England,E92000001,2020-12-07,17663,1541181,17627,1538341,36,2840
nation,England,E92000001,2020-12-06,11036,1523518,11022,1520714,14,2804
nation,England,E92000001,2020-12-05,10302,1512482,10295,1509692,7,2790
nation,England,E92000001,2020-12-04,13065,1502180,13045,1499397,20,2783
nation,England,E92000001,2020-12-03,12762,1489115,12734,1486352,28,2763
nation,England,E92000001,2020-12-02,13662,1476353,13636,1473618,26,2735
nation,England,E92000001,2020-12-01,13731,1462691,13700,1459982,31,2709
nation,England,E92000001,2020-11-30,15227,1448960,15202,1446282,25,2678
nation,England,E92000001,2020-11-29,9067,1433733,9055,1431080,12,2653
nation,England,E92000001,2020-11-28,9347,1424666,9332,1422025,15,2641
nation,England,E92000001,2020-11-27,12460,1415319,12437,1412693,23,2626
nation,England,E92000001,2020-11-26,12459,1402859,12441,1400256,18,2603
nation,England,E92000001,2020-11-25,14154,1390400,14129,1387815,25,2585
nation,England,E92000001,2020-11-24,14264,1376246,14238,1373686,26,2560
nation,England,E92000001,2020-11-23,16472,1361982,16449,1359448,23,2534
nation,England,E92000001,2020-11-22,10216,1345510,10206,1342999,10,2511
nation,England,E92000001,2020-11-21,10806,1335294,10794,1332793,12,2501
nation,England,E92000001,2020-11-20,14960,1324488,14936,1321999,24,2489
nation,England,E92000001,2020-11-19,15797,1309528,15775,1307063,22,2465
nation,England,E92000001,2020-11-18,18549,1293731,18516,1291288,33,2443
nation,England,E92000001,2020-11-17,20676,1275182,20654,1272772,22,2410
nation,England,E92000001,2020-11-16,24135,1254506,24107,1252118,28,2388
nation,England,E92000001,2020-11-15,14421,1230371,14408,1228011,13,2360
nation,England,E92000001,2020-11-14,16290,1215950,16278,1213603,12,2347
nation,England,E92000001,2020-11-13,22008,1199660,21982,1197325,26,2335
nation,England,E92000001,2020-11-12,22320,1177652,22289,1175343,31,2309
nation,England,E92000001,2020-11-11,25065,1155332,25036,1153054,29,2278
nation,England,E92000001,2020-11-10,24836,1130267,24803,1128018,33,2249
nation,England,E92000001,2020-11-09,28561,1105431,28519,1103215,42,2216
nation,England,E92000001,2020-11-08,18272,1076870,18254,1074696,18,2174
nation,England,E92000001,2020-11-07,16888,1058598,16877,1056442,11,2156
nation,England,E92000001,2020-11-06,21180,1041710,21146,1039565,34,2145
nation,England,E92000001,2020-11-05,21205,1020530,21167,1018419,38,2111
nation,England,E92000001,2020-11-04,21053,999325,21021,997252,32,2073
nation,England,E92000001,2020-11-03,22690,978272,22649,976231,41,2041
nation,England,E92000001,2020-11-02,28393,955582,28355,953582,38,2000
nation,England,E92000001,2020-11-01,13611,927189,13591,925227,20,1962
nation,England,E92000001,2020-10-31,14565,913578,14549,911636,16,1942
nation,England,E92000001,2020-10-30,19899,899013,19871,897087,28,1926
nation,England,E92000001,2020-10-29,20257,879114,20227,877216,30,1898
nation,England,E92000001,2020-10-28,20547,858857,20523,856989,24,1868
nation,England,E92000001,2020-10-27,20761,838310,20740,836466,21,1844
nation,England,E92000001,2020-10-26,23033,817549,23008,815726,25,1823
nation,England,E92000001,2020-10-25,13354,794516,13345,792718,9,1798
nation,England,E92000001,2020-10-24,13713,781162,13696,779373,17,1789
nation,England,E92000001,2020-10-23,18359,767449,18329,765677,30,1772
nation,England,E92000001,2020-10-22,19866,749090,19849,747348,17,1742
nation,England,E92000001,2020-10-21,21762,729224,21735,727499,27,1725
nation,England,E92000001,2020-10-20,21638,707462,21590,705764,48,1698
nation,England,E92000001,2020-10-19,22369,685824,22342,684174,27,1650
nation,England,E92000001,2020-10-18,11982,663455,11966,661832,16,1623
nation,England,E92000001,2020-10-17,12487,651473,12472,649866,15,1607
nation,England,E92000001,2020-10-16,14761,638986,14730,637394,31,1592
nation,England,E92000001,2020-10-15,15429,624225,15394,622664,35,1561
nation,England,E92000001,2020-10-14,16646,608796,16626,607270,20,1526
nation,England,E92000001,2020-10-13,15660,592150,15625,590644,35,1506
nation,England,E92000001,2020-10-12,16420,576490,16395,575019,25,1471
nation,England,E92000001,2020-10-11,9781,560070,9772,558624,9,1446
nation,England,E92000001,2020-10-10,10301,550289,10287,548852,14,1437
nation,England,E92000001,2020-10-09,13159,539988,13131,538565,28,1423
nation,England,E92000001,2020-10-08,15452,526829,15434,525434,18,1395
nation,England,E92000001,2020-10-07,15418,511377,15387,510000,31,1377
nation,England,E92000001,2020-10-06,14458,495959,14430,494613,28,1346
nation,England,E92000001,2020-10-05,14218,481501,14184,480183,34,1318
nation,England,E92000001,2020-10-04,9966,467283,9957,465999,9,1284
nation,England,E92000001,2020-10-03,9820,457317,9810,456042,10,1275
nation,England,E92000001,2020-10-02,11719,447497,11692,446232,27,1265
nation,England,E92000001,2020-10-01,11444,435778,11416,434540,28,1238
nation,England,E92000001,2020-09-30,10663,424334,10632,423124,31,1210
nation,England,E92000001,2020-09-29,8832,413671,8797,412492,35,1179
nation,England,E92000001,2020-09-28,8641,404839,8625,403695,16,1144
nation,England,E92000001,2020-09-27,6084,396198,6075,395070,9,1128
nation,England,E92000001,2020-09-26,5704,390114,5699,388995,5,1119
nation,England,E92000001,2020-09-25,6105,384410,6090,383296,15,1114
nation,England,E92000001,2020-09-24,6361,378305,6340,377206,21,1099
nation,England,E92000001,2020-09-23,5933,371944,5913,370866,20,1078
nation,England,E92000001,2020-09-22,5400,366011,5379,364953,21,1058
nation,England,E92000001,2020-09-21,4727,360611,4715,359574,12,1037
nation,England,E92000001,2020-09-20,4652,355884,4645,354859,7,1025
nation,England,E92000001,2020-09-19,4215,351232,4210,350214,5,1018
nation,England,E92000001,2020-09-18,4290,347017,4266,346004,24,1013
nation,England,E92000001,2020-09-17,3979,342727,3959,341738,20,989
nation,England,E92000001,2020-09-16,3778,338748,3753,337779,25,969
nation,England,E92000001,2020-09-15,3057,334970,3032,334026,25,944
nation,England,E92000001,2020-09-14,2941,331913,2915,330994,26,919
nation,England,E92000001,2020-09-13,1722,328972,1719,328079,3,893
nation,England,E92000001,2020-09-12,2224,327250,2215,326360,9,890
nation,England,E92000001,2020-09-11,2893,325026,2868,324145,25,881
nation,England,E92000001,2020-09-10,3143,322133,3123,321277,20,856
nation,England,E92000001,2020-09-09,2893,318990,2873,318154,20,836
nation,England,E92000001,2020-09-08,3071,316097,3035,315281,36,816
nation,England,E92000001,2020-09-07,3530,313026,3482,312246,48,780
nation,England,E92000001,2020-09-06,2079,309496,2069,308764,10,732
nation,England,E92000001,2020-09-05,2200,307417,2195,306695,5,722
nation,England,E92000001,2020-09-04,2637,305217,2605,304500,32,717
nation,England,E92000001,2020-09-03,2716,302580,2671,301895,45,685
nation,England,E92000001,2020-09-02,2696,299864,2643,299224,53,640
nation,England,E92000001,2020-09-01,1962,297168,1941,296581,21,587
nation,England,E92000001,2020-08-31,1279,295206,1272,294640,7,566
nation,England,E92000001,2020-08-30,987,293927,983,293368,4,559
nation,England,E92000001,2020-08-29,1051,292940,1047,292385,4,555
nation,England,E92000001,2020-08-28,1395,291889,1386,291338,9,551
nation,England,E92000001,2020-08-27,1356,290494,1330,289952,26,542
nation,England,E92000001,2020-08-26,1181,289138,1156,288622,25,516
nation,England,E92000001,2020-08-25,1085,287957,1069,287466,16,491
nation,England,E92000001,2020-08-24,1157,286872,1146,286397,11,475
nation,England,E92000001,2020-08-23,704,285715,701,285251,3,464
nation,England,E92000001,2020-08-22,732,285011,727,284550,5,461
nation,England,E92000001,2020-08-21,1031,284279,1014,283823,17,456
nation,England,E92000001,2020-08-20,1254,283248,1231,282809,23,439
nation,England,E92000001,2020-08-19,1109,281994,1086,281578,23,416
nation,England,E92000001,2020-08-18,955,280885,939,280492,16,393
nation,England,E92000001,2020-08-17,1159,279930,1150,279553,9,377
nation,England,E92000001,2020-08-16,534,278771,529,278403,5,368
nation,England,E92000001,2020-08-15,656,278237,655,277874,1,363
nation,England,E92000001,2020-08-14,1059,277581,1040,277219,19,362
nation,England,E92000001,2020-08-13,1036,276522,1030,276179,6,343
nation,England,E92000001,2020-08-12,1126,275486,1107,275149,19,337
nation,England,E92000001,2020-08-11,1247,274360,1221,274042,26,318
nation,England,E92000001,2020-08-10,1375,273113,1361,272821,14,292
nation,England,E92000001,2020-08-09,569,271738,565,271460,4,278
nation,England,E92000001,2020-08-08,648,271169,642,270895,6,274
nation,England,E92000001,2020-08-07,892,270521,881,270253,11,268
nation,England,E92000001,2020-08-06,1005,269629,991,269372,14,257
nation,England,E92000001,2020-08-05,974,268624,952,268381,22,243
nation,England,E92000001,2020-08-04,965,267650,938,267429,27,221
nation,England,E92000001,2020-08-03,963,266685,947,266491,16,194
nation,England,E92000001,2020-08-02,518,265722,514,265544,4,178
nation,England,E92000001,2020-08-01,508,265204,503,265030,5,174
nation,England,E92000001,2020-07-31,644,264696,635,264527,9,169
nation,England,E92000001,2020-07-30,879,264052,864,263892,15,160
nation,England,E92000001,2020-07-29,994,263173,979,263028,15,145
nation,England,E92000001,2020-07-28,796,262179,783,262049,13,130
nation,England,E92000001,2020-07-27,824,261383,814,261266,10,117
nation,England,E92000001,2020-07-26,518,260559,517,260452,1,107
nation,England,E92000001,2020-07-25,499,260041,496,259935,3,106
nation,England,E92000001,2020-07-24,720,259542,712,259439,8,103
nation,England,E92000001,2020-07-23,741,258822,736,258727,5,95
nation,England,E92000001,2020-07-22,764,258081,756,257991,8,90
nation,England,E92000001,2020-07-21,697,257317,691,257235,6,82
nation,England,E92000001,2020-07-20,769,256620,759,256544,10,76
nation,England,E92000001,2020-07-19,419,255851,414,255785,5,66
nation,England,E92000001,2020-07-18,473,255432,471,255371,2,61
nation,England,E92000001,2020-07-17,548,254959,547,254900,1,59
nation,England,E92000001,2020-07-16,644,254411,639,254353,5,58
nation,England,E92000001,2020-07-15,726,253767,722,253714,4,53
nation,England,E92000001,2020-07-14,661,253041,657,252992,4,49
nation,England,E92000001,2020-07-13,694,252380,694,252335,0,45
nation,England,E92000001,2020-07-12,351,251686,351,251641,0,45
nation,England,E92000001,2020-07-11,433,251335,429,251290,4,45
nation,England,E92000001,2020-07-10,524,250902,521,250861,3,41
nation,England,E92000001,2020-07-09,688,250378,682,250340,6,38
nation,England,E92000001,2020-07-08,682,249690,676,249658,6,32
nation,England,E92000001,2020-07-07,565,249008,562,248982,3,26
nation,England,E92000001,2020-07-06,664,248443,660,248420,4,23
nation,England,E92000001,2020-07-05,544,247779,543,247760,1,19
nation,England,E92000001,2020-07-04,385,247235,385,247217,0,18
nation,England,E92000001,2020-07-03,536,246850,535,246832,1,18
nation,England,E92000001,2020-07-02,561,246314,557,246297,4,17
nation,England,E92000001,2020-07-01,607,245753,604,245740,3,13
nation,England,E92000001,2020-06-30,578,245146,577,245136,1,10
nation,England,E92000001,2020-06-29,666,244568,664,244559,2,9
nation,England,E92000001,2020-06-28,413,243902,412,243895,1,7
nation,England,E92000001,2020-06-27,506,243489,504,243483,2,6
nation,England,E92000001,2020-06-26,640,242983,639,242979,1,4
nation,England,E92000001,2020-06-25,643,242343,643,242340,0,3
nation,England,E92000001,2020-06-24,732,241700,731,241697,1,3
nation,England,E92000001,2020-06-23,727,240968,726,240966,1,2
nation,England,E92000001,2020-06-22,821,240241,821,240240,0,1
nation,England,E92000001,2020-06-21,550,239420,550,239419,0,1
nation,England,E92000001,2020-06-20,626,238870,626,238869,0,1
nation,England,E92000001,2020-06-19,818,238244,817,238243,1,1
nation,England,E92000001,2020-06-18,938,237426,938,237426,,
nation,England,E92000001,2020-06-17,914,236488,914,236488,,
nation,England,E92000001,2020-06-16,996,235574,996,235574,,
nation,England,E92000001,2020-06-15,944,234578,944,234578,,
nation,England,E92000001,2020-06-14,752,233634,752,233634,,
nation,England,E92000001,2020-06-13,785,232882,785,232882,,
nation,England,E92000001,2020-06-12,938,232097,938,232097,,
nation,England,E92000001,2020-06-11,915,231159,915,231159,,
nation,England,E92000001,2020-06-10,1086,230244,1086,230244,,
nation,England,E92000001,2020-06-09,1066,229158,1066,229158,,
nation,England,E92000001,2020-06-08,990,228092,990,228092,,
nation,England,E92000001,2020-06-07,668,227102,668,227102,,
nation,England,E92000001,2020-06-06,723,226434,723,226434,,
nation,England,E92000001,2020-06-05,1020,225711,1020,225711,,
nation,England,E92000001,2020-06-04,1147,224691,1147,224691,,
nation,England,E92000001,2020-06-03,1251,223544,1251,223544,,
nation,England,E92000001,2020-06-02,1365,222293,1365,222293,,
nation,England,E92000001,2020-06-01,1319,220928,1319,220928,,
nation,England,E92000001,2020-05-31,984,219609,984,219609,,
nation,England,E92000001,2020-05-30,1010,218625,1010,218625,,
nation,England,E92000001,2020-05-29,1375,217615,1375,217615,,
nation,England,E92000001,2020-05-28,1575,216240,1575,216240,,
nation,England,E92000001,2020-05-27,1616,214665,1616,214665,,
nation,England,E92000001,2020-05-26,1461,213049,1461,213049,,
nation,England,E92000001,2020-05-25,1389,211588,1389,211588,,
nation,England,E92000001,2020-05-24,1206,210199,1206,210199,,
nation,England,E92000001,2020-05-23,1309,208993,1309,208993,,
nation,England,E92000001,2020-05-22,1798,207684,1798,207684,,
nation,England,E92000001,2020-05-21,2277,205886,2277,205886,,
nation,England,E92000001,2020-05-20,2359,203609,2359,203609,,
nation,England,E92000001,2020-05-19,2602,201250,2602,201250,,
nation,England,E92000001,2020-05-18,2226,198648,2226,198648,,
nation,England,E92000001,2020-05-17,1593,196422,1593,196422,,
nation,England,E92000001,2020-05-16,1781,194829,1781,194829,,
nation,England,E92000001,2020-05-15,2145,193048,2145,193048,,
nation,England,E92000001,2020-05-14,2222,190903,2222,190903,,
nation,England,E92000001,2020-05-13,2899,188681,2899,188681,,
nation,England,E92000001,2020-05-12,2940,185782,2940,185782,,
nation,England,E92000001,2020-05-11,3088,182842,3088,182842,,
nation,England,E92000001,2020-05-10,2013,179754,2013,179754,,
nation,England,E92000001,2020-05-09,1797,177741,1797,177741,,
nation,England,E92000001,2020-05-08,2622,175944,2622,175944,,
nation,England,E92000001,2020-05-07,3205,173322,3205,173322,,
nation,England,E92000001,2020-05-06,3264,170117,3264,170117,,
nation,England,E92000001,2020-05-05,3148,166853,3148,166853,,
nation,England,E92000001,2020-05-04,2851,163705,2851,163705,,
nation,England,E92000001,2020-05-03,2648,160854,2648,160854,,
nation,England,E92000001,2020-05-02,2762,158206,2762,158206,,
nation,England,E92000001,2020-05-01,4109,155444,4109,155444,,
nation,England,E92000001,2020-04-30,4314,151335,4314,151335,,
nation,England,E92000001,2020-04-29,4737,147021,4737,147021,,
nation,England,E92000001,2020-04-28,4113,142284,4113,142284,,
nation,England,E92000001,2020-04-27,4056,138171,4056,138171,,
nation,England,E92000001,2020-04-26,3137,134115,3137,134115,,
nation,England,E92000001,2020-04-25,3381,130978,3381,130978,,
nation,England,E92000001,2020-04-24,4352,127597,4352,127597,,
nation,England,E92000001,2020-04-23,4574,123245,4574,123245,,
nation,England,E92000001,2020-04-22,4812,118671,4812,118671,,
nation,England,E92000001,2020-04-21,3996,113859,3996,113859,,
nation,England,E92000001,2020-04-20,3698,109863,3698,109863,,
nation,England,E92000001,2020-04-19,3494,106165,3494,106165,,
nation,England,E92000001,2020-04-18,4142,102671,4142,102671,,
nation,England,E92000001,2020-04-17,4088,98529,4088,98529,,
nation,England,E92000001,2020-04-16,4360,94441,4360,94441,,
nation,England,E92000001,2020-04-15,4240,90081,4240,90081,,
nation,England,E92000001,2020-04-14,3568,85841,3568,85841,,
nation,England,E92000001,2020-04-13,3463,82273,3463,82273,,
nation,England,E92000001,2020-04-12,2958,78810,2958,78810,,
nation,England,E92000001,2020-04-11,3085,75852,3085,75852,,
nation,England,E92000001,2020-04-10,3590,72767,3590,72767,,
nation,England,E92000001,2020-04-09,4076,69177,4076,69177,,
nation,England,E92000001,2020-04-08,4315,65101,4315,65101,,
nation,England,E92000001,2020-04-07,4605,60786,4605,60786,,
nation,England,E92000001,2020-04-06,4407,56181,4407,56181,,
nation,England,E92000001,2020-04-05,3094,51774,3094,51774,,
nation,England,E92000001,2020-04-04,3405,48680,3405,48680,,
nation,England,E92000001,2020-04-03,4102,45275,4102,45275,,
nation,England,E92000001,2020-04-02,4097,41173,4097,41173,,
nation,England,E92000001,2020-04-01,4150,37076,4150,37076,,
nation,England,E92000001,2020-03-31,3816,32926,3816,32926,,
nation,England,E92000001,2020-03-30,3514,29110,3514,29110,,
nation,England,E92000001,2020-03-29,2449,25596,2449,25596,,
nation,England,E92000001,2020-03-28,2379,23147,2379,23147,,
nation,England,E92000001,2020-03-27,2672,20768,2672,20768,,
nation,England,E92000001,2020-03-26,2633,18096,2633,18096,,
nation,England,E92000001,2020-03-25,2284,15463,2284,15463,,
nation,England,E92000001,2020-03-24,2041,13179,2041,13179,,
nation,England,E92000001,2020-03-23,2010,11138,2010,11138,,
nation,England,E92000001,2020-03-22,1212,9128,1212,9128,,
nation,England,E92000001,2020-03-21,1040,7916,1040,7916,,
nation,England,E92000001,2020-03-20,1096,6876,1096,6876,,
nation,England,E92000001,2020-03-19,932,5780,932,5780,,
nation,England,E92000001,2020-03-18,910,4848,910,4848,,
nation,England,E92000001,2020-03-17,683,3938,683,3938,,
nation,England,E92000001,2020-03-16,552,3255,552,3255,,
nation,England,E92000001,2020-03-15,398,2703,398,2703,,
nation,England,E92000001,2020-03-14,315,2305,315,2305,,
nation,England,E92000001,2020-03-13,401,1990,401,1990,,
nation,England,E92000001,2020-03-12,421,1589,421,1589,,
nation,England,E92000001,2020-03-11,358,1168,358,1168,,
nation,England,E92000001,2020-03-10,229,810,229,810,,
nation,England,E92000001,2020-03-09,127,581,127,581,,
nation,England,E92000001,2020-03-08,50,454,50,454,,
nation,England,E92000001,2020-03-07,55,404,55,404,,
nation,England,E92000001,2020-03-06,74,349,74,349,,
nation,England,E92000001,2020-03-05,46,275,46,275,,
nation,England,E92000001,2020-03-04,49,229,49,229,,
nation,England,E92000001,2020-03-03,53,180,53,180,,
nation,England,E92000001,2020-03-02,40,127,40,127,,
nation,England,E92000001,2020-03-01,18,87,18,87,,
nation,England,E92000001,2020-02-29,4,69,4,69,,
nation,England,E92000001,2020-02-28,11,65,11,65,,
nation,England,E92000001,2020-02-27,7,54,7,54,,
nation,England,E92000001,2020-02-26,1,47,1,47,,
nation,England,E92000001,2020-02-25,3,46,3,46,,
nation,England,E92000001,2020-02-24,2,43,2,43,,
nation,England,E92000001,2020-02-23,6,41,6,41,,
nation,England,E92000001,2020-02-22,0,35,0,35,,
nation,England,E92000001,2020-02-21,2,35,2,35,,
nation,England,E92000001,2020-02-20,0,33,0,33,,
nation,England,E92000001,2020-02-19,0,33,0,33,,
nation,England,E92000001,2020-02-18,0,33,0,33,,
nation,England,E92000001,2020-02-17,1,33,1,33,,
nation,England,E92000001,2020-02-16,0,32,0,32,,
nation,England,E92000001,2020-02-15,0,32,0,32,,
